#    L    TT             EE             TE          
  1518    0.60911E+03    0.12606E+02    0.99615E+01
  1519    0.60571E+03    0.12725E+02    0.10207E+02
  1520    0.60231E+03    0.12846E+02    0.10442E+02
  1521    0.59889E+03    0.12968E+02    0.10665E+02
  1522    0.59546E+03    0.13091E+02    0.10876E+02
  1523    0.59204E+03    0.13214E+02    0.11076E+02
  1524    0.58861E+03    0.13340E+02    0.11264E+02
  1525    0.58517E+03    0.13465E+02    0.11440E+02
  1526    0.58174E+03    0.13592E+02    0.11604E+02
  1527    0.57831E+03    0.13718E+02    0.11756E+02
  1528    0.57487E+03    0.13845E+02    0.11897E+02
  1529    0.57144E+03    0.13973E+02    0.12026E+02
  1530    0.56801E+03    0.14101E+02    0.12144E+02
  1531    0.56458E+03    0.14230E+02    0.12249E+02
  1532    0.56116E+03    0.14360E+02    0.12343E+02
  1533    0.55774E+03    0.14489E+02    0.12426E+02
  1534    0.55433E+03    0.14619E+02    0.12496E+02
  1535    0.55093E+03    0.14749E+02    0.12555E+02
  1536    0.54753E+03    0.14879E+02    0.12602E+02
  1537    0.54415E+03    0.15009E+02    0.12638E+02
  1538    0.54078E+03    0.15140E+02    0.12662E+02
  1539    0.53739E+03    0.15269E+02    0.12675E+02
  1540    0.53403E+03    0.15398E+02    0.12677E+02
  1541    0.53068E+03    0.15529E+02    0.12667E+02
  1542    0.52734E+03    0.15658E+02    0.12646E+02
  1543    0.52401E+03    0.15787E+02    0.12613E+02
  1544    0.52070E+03    0.15916E+02    0.12570E+02
  1545    0.51740E+03    0.16044E+02    0.12516E+02
  1546    0.51411E+03    0.16171E+02    0.12450E+02
  1547    0.51084E+03    0.16299E+02    0.12374E+02
  1548    0.50760E+03    0.16426E+02    0.12286E+02
  1549    0.50437E+03    0.16552E+02    0.12189E+02
  1550    0.50116E+03    0.16677E+02    0.12080E+02
  1551    0.49796E+03    0.16801E+02    0.11961E+02
  1552    0.49480E+03    0.16925E+02    0.11832E+02
  1553    0.49164E+03    0.17048E+02    0.11693E+02
  1554    0.48851E+03    0.17171E+02    0.11543E+02
  1555    0.48539E+03    0.17292E+02    0.11383E+02
  1556    0.48231E+03    0.17411E+02    0.11213E+02
  1557    0.47925E+03    0.17530E+02    0.11034E+02
  1558    0.47621E+03    0.17649E+02    0.10845E+02
  1559    0.47321E+03    0.17764E+02    0.10646E+02
  1560    0.47022E+03    0.17880E+02    0.10438E+02
  1561    0.46725E+03    0.17994E+02    0.10220E+02
  1562    0.46429E+03    0.18107E+02    0.99930E+01
  1563    0.46138E+03    0.18218E+02    0.97575E+01
  1564    0.45849E+03    0.18328E+02    0.95130E+01
  1565    0.45564E+03    0.18436E+02    0.92595E+01
  1566    0.45281E+03    0.18543E+02    0.89985E+01
  1567    0.45000E+03    0.18647E+02    0.87276E+01
  1568    0.44723E+03    0.18751E+02    0.84491E+01
  1569    0.44450E+03    0.18853E+02    0.81624E+01
  1570    0.44179E+03    0.18954E+02    0.78679E+01
  1571    0.43912E+03    0.19055E+02    0.75661E+01
  1572    0.43647E+03    0.19151E+02    0.72560E+01
  1573    0.43385E+03    0.19247E+02    0.69386E+01
  1574    0.43128E+03    0.19339E+02    0.66138E+01
  1575    0.42874E+03    0.19432E+02    0.62820E+01
  1576    0.42622E+03    0.19520E+02    0.59432E+01
  1577    0.42375E+03    0.19607E+02    0.55976E+01
  1578    0.42130E+03    0.19692E+02    0.52455E+01
  1579    0.41890E+03    0.19775E+02    0.48870E+01
  1580    0.41652E+03    0.19857E+02    0.45222E+01
  1581    0.41418E+03    0.19936E+02    0.41515E+01
  1582    0.41188E+03    0.20013E+02    0.37748E+01
  1583    0.40961E+03    0.20087E+02    0.33925E+01
  1584    0.40738E+03    0.20159E+02    0.30046E+01
  1585    0.40518E+03    0.20230E+02    0.26114E+01
  1586    0.40302E+03    0.20298E+02    0.22132E+01
  1587    0.40090E+03    0.20363E+02    0.18098E+01
  1588    0.39883E+03    0.20427E+02    0.14017E+01
  1589    0.39678E+03    0.20488E+02    0.98897E+00
  1590    0.39476E+03    0.20546E+02    0.57187E+00
  1591    0.39280E+03    0.20602E+02    0.15059E+00
  1592    0.39087E+03    0.20656E+02   -0.27461E+00
  1593    0.38897E+03    0.20707E+02   -0.70383E+00
  1594    0.38711E+03    0.20756E+02   -0.11366E+01
  1595    0.38529E+03    0.20803E+02   -0.15726E+01
  1596    0.38352E+03    0.20847E+02   -0.20120E+01
  1597    0.38178E+03    0.20888E+02   -0.24543E+01
  1598    0.38008E+03    0.20927E+02   -0.28993E+01
  1599    0.37842E+03    0.20963E+02   -0.33471E+01
  1600    0.37680E+03    0.20998E+02   -0.37973E+01
  1601    0.37521E+03    0.21029E+02   -0.42497E+01
  1602    0.37365E+03    0.21057E+02   -0.47041E+01
  1603    0.37215E+03    0.21083E+02   -0.51605E+01
  1604    0.37068E+03    0.21106E+02   -0.56190E+01
  1605    0.36926E+03    0.21127E+02   -0.60781E+01
  1606    0.36787E+03    0.21145E+02   -0.65392E+01
  1607    0.36651E+03    0.21161E+02   -0.70017E+01
  1608    0.36519E+03    0.21175E+02   -0.74639E+01
  1609    0.36392E+03    0.21185E+02   -0.79275E+01
  1610    0.36269E+03    0.21192E+02   -0.83916E+01
  1611    0.36149E+03    0.21198E+02   -0.88555E+01
  1612    0.36034E+03    0.21199E+02   -0.93199E+01
  1613    0.35921E+03    0.21199E+02   -0.97842E+01
  1614    0.35813E+03    0.21196E+02   -0.10248E+02
  1615    0.35708E+03    0.21191E+02   -0.10711E+02
  1616    0.35607E+03    0.21183E+02   -0.11174E+02
  1617    0.35510E+03    0.21172E+02   -0.11635E+02
  1618    0.35417E+03    0.21159E+02   -0.12095E+02
  1619    0.35326E+03    0.21143E+02   -0.12555E+02
  1620    0.35241E+03    0.21124E+02   -0.13012E+02
  1621    0.35158E+03    0.21102E+02   -0.13468E+02
  1622    0.35080E+03    0.21079E+02   -0.13923E+02
  1623    0.35004E+03    0.21052E+02   -0.14375E+02
  1624    0.34933E+03    0.21024E+02   -0.14825E+02
  1625    0.34865E+03    0.20992E+02   -0.15273E+02
  1626    0.34801E+03    0.20958E+02   -0.15718E+02
  1627    0.34739E+03    0.20921E+02   -0.16160E+02
  1628    0.34681E+03    0.20882E+02   -0.16600E+02
  1629    0.34627E+03    0.20841E+02   -0.17036E+02
  1630    0.34576E+03    0.20797E+02   -0.17470E+02
  1631    0.34527E+03    0.20750E+02   -0.17899E+02
  1632    0.34484E+03    0.20701E+02   -0.18326E+02
  1633    0.34443E+03    0.20649E+02   -0.18749E+02
  1634    0.34406E+03    0.20595E+02   -0.19167E+02
  1635    0.34372E+03    0.20540E+02   -0.19582E+02
  1636    0.34341E+03    0.20480E+02   -0.19992E+02
  1637    0.34313E+03    0.20419E+02   -0.20399E+02
  1638    0.34287E+03    0.20357E+02   -0.20801E+02
  1639    0.34266E+03    0.20291E+02   -0.21198E+02
  1640    0.34247E+03    0.20223E+02   -0.21591E+02
  1641    0.34230E+03    0.20153E+02   -0.21978E+02
  1642    0.34217E+03    0.20080E+02   -0.22360E+02
  1643    0.34207E+03    0.20007E+02   -0.22738E+02
  1644    0.34198E+03    0.19929E+02   -0.23111E+02
  1645    0.34193E+03    0.19850E+02   -0.23478E+02
  1646    0.34190E+03    0.19769E+02   -0.23840E+02
  1647    0.34191E+03    0.19687E+02   -0.24194E+02
  1648    0.34194E+03    0.19601E+02   -0.24545E+02
  1649    0.34200E+03    0.19515E+02   -0.24890E+02
  1650    0.34208E+03    0.19425E+02   -0.25227E+02
  1651    0.34218E+03    0.19335E+02   -0.25560E+02
  1652    0.34231E+03    0.19241E+02   -0.25886E+02
  1653    0.34246E+03    0.19146E+02   -0.26204E+02
  1654    0.34263E+03    0.19050E+02   -0.26519E+02
  1655    0.34284E+03    0.18952E+02   -0.26825E+02
  1656    0.34306E+03    0.18852E+02   -0.27125E+02
  1657    0.34329E+03    0.18750E+02   -0.27418E+02
  1658    0.34355E+03    0.18647E+02   -0.27705E+02
  1659    0.34383E+03    0.18541E+02   -0.27984E+02
  1660    0.34413E+03    0.18435E+02   -0.28256E+02
  1661    0.34445E+03    0.18326E+02   -0.28522E+02
  1662    0.34478E+03    0.18217E+02   -0.28782E+02
  1663    0.34513E+03    0.18106E+02   -0.29032E+02
  1664    0.34550E+03    0.17993E+02   -0.29276E+02
  1665    0.34589E+03    0.17879E+02   -0.29513E+02
  1666    0.34629E+03    0.17763E+02   -0.29743E+02
  1667    0.34670E+03    0.17647E+02   -0.29964E+02
  1668    0.34714E+03    0.17529E+02   -0.30179E+02
  1669    0.34758E+03    0.17410E+02   -0.30385E+02
  1670    0.34804E+03    0.17290E+02   -0.30584E+02
  1671    0.34851E+03    0.17168E+02   -0.30776E+02
  1672    0.34900E+03    0.17046E+02   -0.30959E+02
  1673    0.34949E+03    0.16922E+02   -0.31135E+02
  1674    0.35000E+03    0.16798E+02   -0.31303E+02
  1675    0.35050E+03    0.16672E+02   -0.31463E+02
  1676    0.35103E+03    0.16545E+02   -0.31615E+02
  1677    0.35157E+03    0.16418E+02   -0.31760E+02
  1678    0.35210E+03    0.16289E+02   -0.31896E+02
  1679    0.35265E+03    0.16161E+02   -0.32025E+02
  1680    0.35321E+03    0.16031E+02   -0.32145E+02
  1681    0.35378E+03    0.15899E+02   -0.32257E+02
  1682    0.35434E+03    0.15769E+02   -0.32363E+02
  1683    0.35492E+03    0.15638E+02   -0.32459E+02
  1684    0.35550E+03    0.15505E+02   -0.32548E+02
  1685    0.35609E+03    0.15372E+02   -0.32629E+02
  1686    0.35668E+03    0.15240E+02   -0.32700E+02
  1687    0.35726E+03    0.15105E+02   -0.32765E+02
  1688    0.35787E+03    0.14971E+02   -0.32822E+02
  1689    0.35845E+03    0.14838E+02   -0.32870E+02
  1690    0.35904E+03    0.14703E+02   -0.32910E+02
  1691    0.35964E+03    0.14569E+02   -0.32943E+02
  1692    0.36024E+03    0.14433E+02   -0.32968E+02
  1693    0.36084E+03    0.14298E+02   -0.32984E+02
  1694    0.36143E+03    0.14164E+02   -0.32994E+02
  1695    0.36203E+03    0.14027E+02   -0.32994E+02
  1696    0.36262E+03    0.13893E+02   -0.32988E+02
  1697    0.36321E+03    0.13757E+02   -0.32974E+02
  1698    0.36380E+03    0.13622E+02   -0.32952E+02
  1699    0.36438E+03    0.13487E+02   -0.32922E+02
  1700    0.36496E+03    0.13351E+02   -0.32884E+02
  1701    0.36553E+03    0.13217E+02   -0.32839E+02
  1702    0.36610E+03    0.13082E+02   -0.32787E+02
  1703    0.36667E+03    0.12949E+02   -0.32727E+02
  1704    0.36722E+03    0.12814E+02   -0.32660E+02
  1705    0.36778E+03    0.12681E+02   -0.32585E+02
  1706    0.36832E+03    0.12547E+02   -0.32503E+02
  1707    0.36886E+03    0.12414E+02   -0.32415E+02
  1708    0.36938E+03    0.12282E+02   -0.32319E+02
  1709    0.36991E+03    0.12150E+02   -0.32216E+02
  1710    0.37042E+03    0.12020E+02   -0.32105E+02
  1711    0.37091E+03    0.11891E+02   -0.31987E+02
  1712    0.37141E+03    0.11761E+02   -0.31864E+02
  1713    0.37189E+03    0.11632E+02   -0.31733E+02
  1714    0.37235E+03    0.11504E+02   -0.31595E+02
  1715    0.37280E+03    0.11377E+02   -0.31452E+02
  1716    0.37326E+03    0.11250E+02   -0.31301E+02
  1717    0.37369E+03    0.11125E+02   -0.31144E+02
  1718    0.37410E+03    0.11000E+02   -0.30981E+02
  1719    0.37450E+03    0.10876E+02   -0.30811E+02
  1720    0.37490E+03    0.10754E+02   -0.30636E+02
  1721    0.37528E+03    0.10633E+02   -0.30454E+02
  1722    0.37566E+03    0.10512E+02   -0.30267E+02
  1723    0.37601E+03    0.10392E+02   -0.30074E+02
  1724    0.37634E+03    0.10274E+02   -0.29875E+02
  1725    0.37666E+03    0.10157E+02   -0.29671E+02
  1726    0.37696E+03    0.10041E+02   -0.29461E+02
  1727    0.37725E+03    0.99257E+01   -0.29246E+02
  1728    0.37752E+03    0.98135E+01   -0.29026E+02
  1729    0.37778E+03    0.97018E+01   -0.28800E+02
  1730    0.37801E+03    0.95908E+01   -0.28569E+02
  1731    0.37823E+03    0.94811E+01   -0.28334E+02
  1732    0.37843E+03    0.93728E+01   -0.28093E+02
  1733    0.37862E+03    0.92666E+01   -0.27848E+02
  1734    0.37879E+03    0.91611E+01   -0.27598E+02
  1735    0.37893E+03    0.90576E+01   -0.27343E+02
  1736    0.37906E+03    0.89548E+01   -0.27086E+02
  1737    0.37917E+03    0.88548E+01   -0.26823E+02
  1738    0.37926E+03    0.87554E+01   -0.26556E+02
  1739    0.37934E+03    0.86581E+01   -0.26285E+02
  1740    0.37939E+03    0.85623E+01   -0.26011E+02
  1741    0.37944E+03    0.84677E+01   -0.25732E+02
  1742    0.37945E+03    0.83753E+01   -0.25451E+02
  1743    0.37945E+03    0.82843E+01   -0.25165E+02
  1744    0.37942E+03    0.81954E+01   -0.24877E+02
  1745    0.37938E+03    0.81071E+01   -0.24585E+02
  1746    0.37931E+03    0.80217E+01   -0.24290E+02
  1747    0.37923E+03    0.79383E+01   -0.23993E+02
  1748    0.37912E+03    0.78571E+01   -0.23693E+02
  1749    0.37899E+03    0.77766E+01   -0.23388E+02
  1750    0.37884E+03    0.76981E+01   -0.23083E+02
  1751    0.37866E+03    0.76210E+01   -0.22776E+02
  1752    0.37847E+03    0.75453E+01   -0.22464E+02
  1753    0.37826E+03    0.74710E+01   -0.22153E+02
  1754    0.37803E+03    0.73995E+01   -0.21838E+02
  1755    0.37778E+03    0.73307E+01   -0.21522E+02
  1756    0.37751E+03    0.72628E+01   -0.21204E+02
  1757    0.37722E+03    0.71968E+01   -0.20884E+02
  1758    0.37689E+03    0.71327E+01   -0.20564E+02
  1759    0.37656E+03    0.70706E+01   -0.20242E+02
  1760    0.37620E+03    0.70105E+01   -0.19919E+02
  1761    0.37581E+03    0.69524E+01   -0.19595E+02
  1762    0.37541E+03    0.68961E+01   -0.19269E+02
  1763    0.37499E+03    0.68419E+01   -0.18943E+02
  1764    0.37455E+03    0.67898E+01   -0.18617E+02
  1765    0.37408E+03    0.67395E+01   -0.18290E+02
  1766    0.37360E+03    0.66911E+01   -0.17963E+02
  1767    0.37309E+03    0.66447E+01   -0.17635E+02
  1768    0.37256E+03    0.66003E+01   -0.17308E+02
  1769    0.37201E+03    0.65579E+01   -0.16981E+02
  1770    0.37144E+03    0.65173E+01   -0.16654E+02
  1771    0.37085E+03    0.64789E+01   -0.16327E+02
  1772    0.37025E+03    0.64422E+01   -0.16002E+02
  1773    0.36961E+03    0.64076E+01   -0.15675E+02
  1774    0.36896E+03    0.63750E+01   -0.15351E+02
  1775    0.36829E+03    0.63443E+01   -0.15027E+02
  1776    0.36760E+03    0.63155E+01   -0.14704E+02
  1777    0.36688E+03    0.62888E+01   -0.14383E+02
  1778    0.36615E+03    0.62639E+01   -0.14062E+02
  1779    0.36539E+03    0.62410E+01   -0.13743E+02
  1780    0.36462E+03    0.62200E+01   -0.13426E+02
  1781    0.36384E+03    0.62009E+01   -0.13110E+02
  1782    0.36302E+03    0.61838E+01   -0.12796E+02
  1783    0.36219E+03    0.61686E+01   -0.12483E+02
  1784    0.36135E+03    0.61552E+01   -0.12172E+02
  1785    0.36048E+03    0.61438E+01   -0.11864E+02
  1786    0.35960E+03    0.61341E+01   -0.11558E+02
  1787    0.35870E+03    0.61265E+01   -0.11254E+02
  1788    0.35779E+03    0.61207E+01   -0.10954E+02
  1789    0.35685E+03    0.61166E+01   -0.10654E+02
  1790    0.35590E+03    0.61144E+01   -0.10359E+02
  1791    0.35493E+03    0.61140E+01   -0.10066E+02
  1792    0.35395E+03    0.61154E+01   -0.97752E+01
  1793    0.35293E+03    0.61186E+01   -0.94877E+01
  1794    0.35192E+03    0.61234E+01   -0.92035E+01
  1795    0.35089E+03    0.61302E+01   -0.89226E+01
  1796    0.34981E+03    0.61386E+01   -0.86442E+01
  1797    0.34876E+03    0.61487E+01   -0.83699E+01
  1798    0.34767E+03    0.61604E+01   -0.80981E+01
  1799    0.34657E+03    0.61740E+01   -0.78304E+01
  1800    0.34547E+03    0.61891E+01   -0.75667E+01
  1801    0.34435E+03    0.62059E+01   -0.73060E+01
  1802    0.34322E+03    0.62242E+01   -0.70494E+01
  1803    0.34207E+03    0.62441E+01   -0.67973E+01
  1804    0.34090E+03    0.62655E+01   -0.65480E+01
  1805    0.33972E+03    0.62886E+01   -0.63033E+01
  1806    0.33854E+03    0.63133E+01   -0.60626E+01
  1807    0.33733E+03    0.63394E+01   -0.58263E+01
  1808    0.33612E+03    0.63669E+01   -0.55940E+01
  1809    0.33490E+03    0.63957E+01   -0.53662E+01
  1810    0.33367E+03    0.64260E+01   -0.51428E+01
  1811    0.33241E+03    0.64578E+01   -0.49239E+01
  1812    0.33115E+03    0.64909E+01   -0.47096E+01
  1813    0.32989E+03    0.65254E+01   -0.45000E+01
  1814    0.32861E+03    0.65612E+01   -0.42950E+01
  1815    0.32733E+03    0.65982E+01   -0.40948E+01
  1816    0.32604E+03    0.66365E+01   -0.38996E+01
  1817    0.32473E+03    0.66760E+01   -0.37090E+01
  1818    0.32342E+03    0.67167E+01   -0.35234E+01
  1819    0.32208E+03    0.67587E+01   -0.33429E+01
  1820    0.32075E+03    0.68016E+01   -0.31673E+01
  1821    0.31943E+03    0.68458E+01   -0.29968E+01
  1822    0.31809E+03    0.68910E+01   -0.28315E+01
  1823    0.31677E+03    0.69373E+01   -0.26713E+01
  1824    0.31541E+03    0.69844E+01   -0.25163E+01
  1825    0.31406E+03    0.70324E+01   -0.23666E+01
  1826    0.31270E+03    0.70822E+01   -0.22221E+01
  1827    0.31134E+03    0.71325E+01   -0.20829E+01
  1828    0.30997E+03    0.71836E+01   -0.19491E+01
  1829    0.30860E+03    0.72348E+01   -0.18206E+01
  1830    0.30722E+03    0.72883E+01   -0.16974E+01
  1831    0.30585E+03    0.73418E+01   -0.15797E+01
  1832    0.30446E+03    0.73962E+01   -0.14675E+01
  1833    0.30308E+03    0.74513E+01   -0.13605E+01
  1834    0.30170E+03    0.75065E+01   -0.12593E+01
  1835    0.30031E+03    0.75633E+01   -0.11632E+01
  1836    0.29892E+03    0.76216E+01   -0.10728E+01
  1837    0.29754E+03    0.76786E+01   -0.98785E+00
  1838    0.29615E+03    0.77370E+01   -0.90846E+00
  1839    0.29476E+03    0.77963E+01   -0.83450E+00
  1840    0.29338E+03    0.78550E+01   -0.76612E+00
  1841    0.29199E+03    0.79152E+01   -0.70319E+00
  1842    0.29061E+03    0.79754E+01   -0.64578E+00
  1843    0.28923E+03    0.80358E+01   -0.59391E+00
  1844    0.28785E+03    0.80970E+01   -0.54743E+00
  1845    0.28649E+03    0.81583E+01   -0.50650E+00
  1846    0.28510E+03    0.82204E+01   -0.47090E+00
  1847    0.28374E+03    0.82826E+01   -0.44094E+00
  1848    0.28236E+03    0.83449E+01   -0.41625E+00
  1849    0.28100E+03    0.84073E+01   -0.39699E+00
  1850    0.27964E+03    0.84697E+01   -0.38309E+00
  1851    0.27827E+03    0.85331E+01   -0.37456E+00
  1852    0.27693E+03    0.85972E+01   -0.37141E+00
  1853    0.27557E+03    0.86600E+01   -0.37350E+00
  1854    0.27423E+03    0.87229E+01   -0.38098E+00
  1855    0.27289E+03    0.87851E+01   -0.39363E+00
  1856    0.27157E+03    0.88482E+01   -0.41139E+00
  1857    0.27024E+03    0.89121E+01   -0.43442E+00
  1858    0.26892E+03    0.89747E+01   -0.46257E+00
  1859    0.26762E+03    0.90380E+01   -0.49593E+00
  1860    0.26631E+03    0.91000E+01   -0.53420E+00
  1861    0.26503E+03    0.91628E+01   -0.57762E+00
  1862    0.26375E+03    0.92250E+01   -0.62590E+00
  1863    0.26246E+03    0.92872E+01   -0.67904E+00
  1864    0.26120E+03    0.93504E+01   -0.73712E+00
  1865    0.25994E+03    0.94121E+01   -0.80000E+00
  1866    0.25870E+03    0.94731E+01   -0.86770E+00
  1867    0.25745E+03    0.95343E+01   -0.93992E+00
  1868    0.25622E+03    0.95948E+01   -0.10170E+01
  1869    0.25500E+03    0.96547E+01   -0.10985E+01
  1870    0.25380E+03    0.97146E+01   -0.11847E+01
  1871    0.25259E+03    0.97747E+01   -0.12752E+01
  1872    0.25141E+03    0.98334E+01   -0.13703E+01
  1873    0.25024E+03    0.98921E+01   -0.14696E+01
  1874    0.24908E+03    0.99495E+01   -0.15733E+01
  1875    0.24793E+03    0.10007E+02   -0.16812E+01
  1876    0.24679E+03    0.10064E+02   -0.17932E+01
  1877    0.24566E+03    0.10120E+02   -0.19093E+01
  1878    0.24454E+03    0.10175E+02   -0.20294E+01
  1879    0.24344E+03    0.10229E+02   -0.21533E+01
  1880    0.24236E+03    0.10282E+02   -0.22813E+01
  1881    0.24129E+03    0.10335E+02   -0.24129E+01
  1882    0.24022E+03    0.10388E+02   -0.25481E+01
  1883    0.23918E+03    0.10439E+02   -0.26871E+01
  1884    0.23815E+03    0.10490E+02   -0.28295E+01
  1885    0.23713E+03    0.10540E+02   -0.29755E+01
  1886    0.23612E+03    0.10589E+02   -0.31248E+01
  1887    0.23513E+03    0.10637E+02   -0.32775E+01
  1888    0.23416E+03    0.10684E+02   -0.34333E+01
  1889    0.23319E+03    0.10730E+02   -0.35924E+01
  1890    0.23224E+03    0.10776E+02   -0.37545E+01
  1891    0.23132E+03    0.10821E+02   -0.39195E+01
  1892    0.23040E+03    0.10864E+02   -0.40876E+01
  1893    0.22950E+03    0.10907E+02   -0.42583E+01
  1894    0.22861E+03    0.10948E+02   -0.44317E+01
  1895    0.22774E+03    0.10989E+02   -0.46077E+01
  1896    0.22688E+03    0.11029E+02   -0.47863E+01
  1897    0.22605E+03    0.11067E+02   -0.49674E+01
  1898    0.22522E+03    0.11104E+02   -0.51510E+01
