#    L    TT             EE             TE          
  3064    0.21236E+02    0.56202E+00   -0.93574E+00
  3065    0.21172E+02    0.56066E+00   -0.92309E+00
  3066    0.21108E+02    0.55939E+00   -0.91065E+00
  3067    0.21043E+02    0.55818E+00   -0.89834E+00
  3068    0.20978E+02    0.55706E+00   -0.88609E+00
  3069    0.20913E+02    0.55600E+00   -0.87412E+00
  3070    0.20847E+02    0.55502E+00   -0.86220E+00
  3071    0.20780E+02    0.55410E+00   -0.85043E+00
  3072    0.20714E+02    0.55327E+00   -0.83893E+00
  3073    0.20647E+02    0.55250E+00   -0.82750E+00
  3074    0.20581E+02    0.55179E+00   -0.81628E+00
  3075    0.20513E+02    0.55116E+00   -0.80512E+00
  3076    0.20446E+02    0.55061E+00   -0.79424E+00
  3077    0.20378E+02    0.55011E+00   -0.78350E+00
  3078    0.20311E+02    0.54968E+00   -0.77290E+00
  3079    0.20243E+02    0.54932E+00   -0.76251E+00
  3080    0.20175E+02    0.54902E+00   -0.75233E+00
  3081    0.20106E+02    0.54879E+00   -0.74226E+00
  3082    0.20037E+02    0.54861E+00   -0.73244E+00
  3083    0.19968E+02    0.54851E+00   -0.72277E+00
  3084    0.19900E+02    0.54846E+00   -0.71326E+00
  3085    0.19831E+02    0.54847E+00   -0.70399E+00
  3086    0.19761E+02    0.54854E+00   -0.69489E+00
  3087    0.19692E+02    0.54866E+00   -0.68599E+00
  3088    0.19623E+02    0.54885E+00   -0.67729E+00
  3089    0.19554E+02    0.54909E+00   -0.66878E+00
  3090    0.19484E+02    0.54938E+00   -0.66047E+00
  3091    0.19415E+02    0.54972E+00   -0.65237E+00
  3092    0.19344E+02    0.55012E+00   -0.64446E+00
  3093    0.19275E+02    0.55057E+00   -0.63675E+00
  3094    0.19205E+02    0.55108E+00   -0.62924E+00
  3095    0.19135E+02    0.55162E+00   -0.62194E+00
  3096    0.19065E+02    0.55221E+00   -0.61484E+00
  3097    0.18996E+02    0.55286E+00   -0.60795E+00
  3098    0.18926E+02    0.55355E+00   -0.60126E+00
  3099    0.18856E+02    0.55428E+00   -0.59479E+00
  3100    0.18787E+02    0.55506E+00   -0.58852E+00
  3101    0.18717E+02    0.55587E+00   -0.58246E+00
  3102    0.18648E+02    0.55673E+00   -0.57661E+00
  3103    0.18579E+02    0.55763E+00   -0.57097E+00
  3104    0.18509E+02    0.55856E+00   -0.56554E+00
  3105    0.18440E+02    0.55954E+00   -0.56032E+00
  3106    0.18371E+02    0.56055E+00   -0.55531E+00
  3107    0.18302E+02    0.56159E+00   -0.55051E+00
  3108    0.18234E+02    0.56268E+00   -0.54592E+00
  3109    0.18165E+02    0.56379E+00   -0.54153E+00
  3110    0.18097E+02    0.56492E+00   -0.53736E+00
  3111    0.18029E+02    0.56609E+00   -0.53339E+00
  3112    0.17960E+02    0.56729E+00   -0.52964E+00
  3113    0.17892E+02    0.56851E+00   -0.52610E+00
  3114    0.17824E+02    0.56975E+00   -0.52276E+00
  3115    0.17757E+02    0.57102E+00   -0.51962E+00
  3116    0.17691E+02    0.57232E+00   -0.51668E+00
  3117    0.17624E+02    0.57364E+00   -0.51396E+00
  3118    0.17558E+02    0.57497E+00   -0.51144E+00
  3119    0.17491E+02    0.57632E+00   -0.50913E+00
  3120    0.17425E+02    0.57770E+00   -0.50702E+00
  3121    0.17360E+02    0.57909E+00   -0.50510E+00
  3122    0.17297E+02    0.58049E+00   -0.50339E+00
  3123    0.17231E+02    0.58190E+00   -0.50187E+00
  3124    0.17167E+02    0.58332E+00   -0.50055E+00
  3125    0.17101E+02    0.58476E+00   -0.49942E+00
  3126    0.17038E+02    0.58621E+00   -0.49849E+00
  3127    0.16974E+02    0.58767E+00   -0.49776E+00
  3128    0.16910E+02    0.58914E+00   -0.49721E+00
  3129    0.16848E+02    0.59060E+00   -0.49685E+00
  3130    0.16785E+02    0.59207E+00   -0.49669E+00
  3131    0.16723E+02    0.59356E+00   -0.49671E+00
  3132    0.16661E+02    0.59504E+00   -0.49691E+00
  3133    0.16600E+02    0.59652E+00   -0.49729E+00
  3134    0.16540E+02    0.59800E+00   -0.49785E+00
  3135    0.16480E+02    0.59950E+00   -0.49860E+00
  3136    0.16419E+02    0.60098E+00   -0.49953E+00
  3137    0.16360E+02    0.60246E+00   -0.50062E+00
  3138    0.16301E+02    0.60393E+00   -0.50188E+00
  3139    0.16243E+02    0.60539E+00   -0.50332E+00
  3140    0.16185E+02    0.60685E+00   -0.50494E+00
  3141    0.16127E+02    0.60831E+00   -0.50670E+00
  3142    0.16070E+02    0.60974E+00   -0.50863E+00
  3143    0.16014E+02    0.61117E+00   -0.51073E+00
  3144    0.15958E+02    0.61260E+00   -0.51298E+00
  3145    0.15902E+02    0.61402E+00   -0.51540E+00
  3146    0.15847E+02    0.61540E+00   -0.51796E+00
  3147    0.15793E+02    0.61679E+00   -0.52067E+00
  3148    0.15739E+02    0.61816E+00   -0.52354E+00
  3149    0.15686E+02    0.61951E+00   -0.52655E+00
  3150    0.15633E+02    0.62084E+00   -0.52970E+00
  3151    0.15581E+02    0.62216E+00   -0.53300E+00
  3152    0.15529E+02    0.62345E+00   -0.53644E+00
  3153    0.15477E+02    0.62474E+00   -0.54001E+00
  3154    0.15427E+02    0.62599E+00   -0.54370E+00
  3155    0.15376E+02    0.62723E+00   -0.54753E+00
  3156    0.15327E+02    0.62843E+00   -0.55149E+00
  3157    0.15278E+02    0.62963E+00   -0.55556E+00
  3158    0.15229E+02    0.63079E+00   -0.55975E+00
  3159    0.15182E+02    0.63192E+00   -0.56406E+00
  3160    0.15134E+02    0.63303E+00   -0.56848E+00
  3161    0.15087E+02    0.63412E+00   -0.57301E+00
  3162    0.15041E+02    0.63518E+00   -0.57764E+00
  3163    0.14996E+02    0.63620E+00   -0.58237E+00
  3164    0.14950E+02    0.63720E+00   -0.58721E+00
  3165    0.14905E+02    0.63816E+00   -0.59214E+00
  3166    0.14861E+02    0.63910E+00   -0.59716E+00
  3167    0.14818E+02    0.63999E+00   -0.60227E+00
  3168    0.14776E+02    0.64087E+00   -0.60746E+00
  3169    0.14734E+02    0.64171E+00   -0.61274E+00
  3170    0.14692E+02    0.64251E+00   -0.61810E+00
  3171    0.14650E+02    0.64328E+00   -0.62353E+00
  3172    0.14611E+02    0.64401E+00   -0.62903E+00
  3173    0.14571E+02    0.64471E+00   -0.63461E+00
  3174    0.14532E+02    0.64536E+00   -0.64023E+00
  3175    0.14494E+02    0.64598E+00   -0.64592E+00
  3176    0.14456E+02    0.64657E+00   -0.65166E+00
  3177    0.14419E+02    0.64711E+00   -0.65746E+00
  3178    0.14382E+02    0.64762E+00   -0.66331E+00
  3179    0.14345E+02    0.64808E+00   -0.66922E+00
  3180    0.14309E+02    0.64852E+00   -0.67521E+00
  3181    0.14274E+02    0.64890E+00   -0.68119E+00
  3182    0.14239E+02    0.64925E+00   -0.68718E+00
  3183    0.14206E+02    0.64955E+00   -0.69327E+00
  3184    0.14172E+02    0.64982E+00   -0.69938E+00
  3185    0.14139E+02    0.65004E+00   -0.70544E+00
  3186    0.14106E+02    0.65024E+00   -0.71159E+00
  3187    0.14075E+02    0.65038E+00   -0.71775E+00
  3188    0.14044E+02    0.65045E+00   -0.72394E+00
  3189    0.14013E+02    0.65050E+00   -0.73015E+00
  3190    0.13983E+02    0.65052E+00   -0.73630E+00
  3191    0.13954E+02    0.65048E+00   -0.74254E+00
  3192    0.13924E+02    0.65039E+00   -0.74873E+00
  3193    0.13895E+02    0.65026E+00   -0.75494E+00
  3194    0.13868E+02    0.65009E+00   -0.76117E+00
  3195    0.13841E+02    0.64988E+00   -0.76741E+00
  3196    0.13814E+02    0.64962E+00   -0.77360E+00
  3197    0.13788E+02    0.64931E+00   -0.77967E+00
  3198    0.13762E+02    0.64897E+00   -0.78589E+00
  3199    0.13737E+02    0.64857E+00   -0.79207E+00
  3200    0.13712E+02    0.64814E+00   -0.79811E+00
  3201    0.13688E+02    0.64766E+00   -0.80432E+00
  3202    0.13664E+02    0.64712E+00   -0.81040E+00
  3203    0.13641E+02    0.64655E+00   -0.81643E+00
  3204    0.13618E+02    0.64593E+00   -0.82254E+00
  3205    0.13596E+02    0.64526E+00   -0.82853E+00
  3206    0.13574E+02    0.64454E+00   -0.83438E+00
  3207    0.13554E+02    0.64379E+00   -0.84040E+00
  3208    0.13532E+02    0.64298E+00   -0.84621E+00
  3209    0.13511E+02    0.64213E+00   -0.85204E+00
  3210    0.13492E+02    0.64124E+00   -0.85781E+00
  3211    0.13472E+02    0.64031E+00   -0.86367E+00
  3212    0.13452E+02    0.63933E+00   -0.86917E+00
  3213    0.13434E+02    0.63831E+00   -0.87477E+00
  3214    0.13416E+02    0.63723E+00   -0.88030E+00
  3215    0.13397E+02    0.63612E+00   -0.88577E+00
  3216    0.13380E+02    0.63496E+00   -0.89111E+00
  3217    0.13363E+02    0.63376E+00   -0.89646E+00
  3218    0.13346E+02    0.63251E+00   -0.90167E+00
  3219    0.13330E+02    0.63123E+00   -0.90690E+00
  3220    0.13314E+02    0.62990E+00   -0.91199E+00
  3221    0.13299E+02    0.62852E+00   -0.91695E+00
  3222    0.13284E+02    0.62710E+00   -0.92191E+00
  3223    0.13269E+02    0.62566E+00   -0.92674E+00
  3224    0.13254E+02    0.62416E+00   -0.93151E+00
  3225    0.13239E+02    0.62262E+00   -0.93621E+00
  3226    0.13226E+02    0.62105E+00   -0.94078E+00
  3227    0.13212E+02    0.61943E+00   -0.94528E+00
  3228    0.13198E+02    0.61778E+00   -0.94971E+00
  3229    0.13185E+02    0.61608E+00   -0.95401E+00
  3230    0.13173E+02    0.61434E+00   -0.95817E+00
  3231    0.13160E+02    0.61257E+00   -0.96226E+00
  3232    0.13148E+02    0.61076E+00   -0.96629E+00
  3233    0.13136E+02    0.60891E+00   -0.97017E+00
  3234    0.13123E+02    0.60703E+00   -0.97399E+00
  3235    0.13111E+02    0.60510E+00   -0.97759E+00
  3236    0.13102E+02    0.60314E+00   -0.98120E+00
  3237    0.13091E+02    0.60114E+00   -0.98467E+00
  3238    0.13080E+02    0.59912E+00   -0.98800E+00
  3239    0.13069E+02    0.59705E+00   -0.99118E+00
  3240    0.13059E+02    0.59496E+00   -0.99422E+00
  3241    0.13049E+02    0.59283E+00   -0.99727E+00
  3242    0.13039E+02    0.59065E+00   -0.10002E+01
  3243    0.13029E+02    0.58846E+00   -0.10029E+01
  3244    0.13019E+02    0.58623E+00   -0.10055E+01
  3245    0.13011E+02    0.58398E+00   -0.10081E+01
  3246    0.13002E+02    0.58169E+00   -0.10104E+01
  3247    0.12992E+02    0.57937E+00   -0.10127E+01
  3248    0.12984E+02    0.57702E+00   -0.10149E+01
  3249    0.12973E+02    0.57465E+00   -0.10169E+01
  3250    0.12963E+02    0.57223E+00   -0.10188E+01
  3251    0.12955E+02    0.56981E+00   -0.10205E+01
  3252    0.12946E+02    0.56735E+00   -0.10221E+01
  3253    0.12937E+02    0.56486E+00   -0.10236E+01
  3254    0.12929E+02    0.56235E+00   -0.10250E+01
  3255    0.12920E+02    0.55981E+00   -0.10263E+01
  3256    0.12912E+02    0.55726E+00   -0.10274E+01
  3257    0.12904E+02    0.55468E+00   -0.10283E+01
  3258    0.12896E+02    0.55208E+00   -0.10292E+01
  3259    0.12887E+02    0.54946E+00   -0.10299E+01
  3260    0.12879E+02    0.54681E+00   -0.10305E+01
  3261    0.12871E+02    0.54415E+00   -0.10310E+01
  3262    0.12863E+02    0.54146E+00   -0.10313E+01
  3263    0.12854E+02    0.53877E+00   -0.10315E+01
  3264    0.12846E+02    0.53604E+00   -0.10315E+01
  3265    0.12838E+02    0.53330E+00   -0.10314E+01
  3266    0.12830E+02    0.53055E+00   -0.10312E+01
  3267    0.12821E+02    0.52778E+00   -0.10309E+01
  3268    0.12813E+02    0.52500E+00   -0.10304E+01
  3269    0.12805E+02    0.52220E+00   -0.10298E+01
  3270    0.12796E+02    0.51939E+00   -0.10291E+01
  3271    0.12787E+02    0.51657E+00   -0.10282E+01
  3272    0.12778E+02    0.51375E+00   -0.10271E+01
  3273    0.12770E+02    0.51090E+00   -0.10260E+01
  3274    0.12761E+02    0.50805E+00   -0.10246E+01
  3275    0.12751E+02    0.50519E+00   -0.10232E+01
  3276    0.12743E+02    0.50232E+00   -0.10217E+01
  3277    0.12734E+02    0.49945E+00   -0.10201E+01
  3278    0.12724E+02    0.49657E+00   -0.10182E+01
  3279    0.12714E+02    0.49368E+00   -0.10163E+01
  3280    0.12705E+02    0.49079E+00   -0.10142E+01
  3281    0.12695E+02    0.48788E+00   -0.10121E+01
  3282    0.12685E+02    0.48498E+00   -0.10098E+01
  3283    0.12674E+02    0.48208E+00   -0.10074E+01
  3284    0.12665E+02    0.47917E+00   -0.10049E+01
  3285    0.12654E+02    0.47627E+00   -0.10022E+01
  3286    0.12643E+02    0.47335E+00   -0.99929E+00
  3287    0.12632E+02    0.47044E+00   -0.99644E+00
  3288    0.12621E+02    0.46754E+00   -0.99337E+00
  3289    0.12610E+02    0.46463E+00   -0.99021E+00
  3290    0.12599E+02    0.46173E+00   -0.98689E+00
  3291    0.12588E+02    0.45883E+00   -0.98356E+00
  3292    0.12576E+02    0.45594E+00   -0.98000E+00
  3293    0.12563E+02    0.45305E+00   -0.97636E+00
  3294    0.12552E+02    0.45016E+00   -0.97262E+00
  3295    0.12539E+02    0.44729E+00   -0.96873E+00
  3296    0.12526E+02    0.44440E+00   -0.96475E+00
  3297    0.12513E+02    0.44155E+00   -0.96076E+00
  3298    0.12500E+02    0.43868E+00   -0.95654E+00
  3299    0.12486E+02    0.43583E+00   -0.95230E+00
  3300    0.12472E+02    0.43298E+00   -0.94790E+00
  3301    0.12458E+02    0.43016E+00   -0.94341E+00
  3302    0.12443E+02    0.42734E+00   -0.93884E+00
  3303    0.12430E+02    0.42454E+00   -0.93410E+00
  3304    0.12415E+02    0.42173E+00   -0.92935E+00
  3305    0.12400E+02    0.41894E+00   -0.92444E+00
  3306    0.12385E+02    0.41618E+00   -0.91944E+00
  3307    0.12369E+02    0.41341E+00   -0.91428E+00
  3308    0.12353E+02    0.41067E+00   -0.90918E+00
  3309    0.12336E+02    0.40795E+00   -0.90392E+00
  3310    0.12320E+02    0.40523E+00   -0.89857E+00
  3311    0.12303E+02    0.40254E+00   -0.89305E+00
  3312    0.12286E+02    0.39986E+00   -0.88760E+00
  3313    0.12269E+02    0.39720E+00   -0.88199E+00
  3314    0.12251E+02    0.39455E+00   -0.87629E+00
  3315    0.12233E+02    0.39193E+00   -0.87057E+00
  3316    0.12215E+02    0.38932E+00   -0.86469E+00
  3317    0.12196E+02    0.38673E+00   -0.85880E+00
  3318    0.12177E+02    0.38417E+00   -0.85275E+00
  3319    0.12158E+02    0.38164E+00   -0.84668E+00
  3320    0.12138E+02    0.37912E+00   -0.84060E+00
  3321    0.12119E+02    0.37661E+00   -0.83443E+00
  3322    0.12098E+02    0.37414E+00   -0.82817E+00
  3323    0.12077E+02    0.37167E+00   -0.82183E+00
  3324    0.12057E+02    0.36924E+00   -0.81554E+00
  3325    0.12036E+02    0.36684E+00   -0.80910E+00
  3326    0.12015E+02    0.36445E+00   -0.80264E+00
  3327    0.11993E+02    0.36210E+00   -0.79609E+00
  3328    0.11970E+02    0.35977E+00   -0.78952E+00
  3329    0.11948E+02    0.35746E+00   -0.78295E+00
  3330    0.11926E+02    0.35518E+00   -0.77621E+00
  3331    0.11902E+02    0.35292E+00   -0.76946E+00
  3332    0.11879E+02    0.35070E+00   -0.76267E+00
  3333    0.11856E+02    0.34850E+00   -0.75588E+00
  3334    0.11832E+02    0.34633E+00   -0.74909E+00
  3335    0.11807E+02    0.34418E+00   -0.74224E+00
  3336    0.11783E+02    0.34206E+00   -0.73531E+00
  3337    0.11758E+02    0.33998E+00   -0.72838E+00
  3338    0.11732E+02    0.33792E+00   -0.72144E+00
  3339    0.11707E+02    0.33589E+00   -0.71446E+00
  3340    0.11681E+02    0.33388E+00   -0.70745E+00
  3341    0.11654E+02    0.33192E+00   -0.70043E+00
  3342    0.11628E+02    0.32998E+00   -0.69338E+00
  3343    0.11601E+02    0.32807E+00   -0.68630E+00
  3344    0.11574E+02    0.32619E+00   -0.67923E+00
  3345    0.11546E+02    0.32434E+00   -0.67213E+00
  3346    0.11519E+02    0.32251E+00   -0.66502E+00
  3347    0.11491E+02    0.32073E+00   -0.65789E+00
  3348    0.11461E+02    0.31896E+00   -0.65076E+00
  3349    0.11433E+02    0.31724E+00   -0.64363E+00
  3350    0.11404E+02    0.31555E+00   -0.63650E+00
  3351    0.11375E+02    0.31389E+00   -0.62936E+00
  3352    0.11345E+02    0.31226E+00   -0.62222E+00
  3353    0.11315E+02    0.31068E+00   -0.61510E+00
  3354    0.11285E+02    0.30911E+00   -0.60797E+00
  3355    0.11254E+02    0.30757E+00   -0.60085E+00
  3356    0.11223E+02    0.30606E+00   -0.59374E+00
  3357    0.11192E+02    0.30459E+00   -0.58664E+00
  3358    0.11161E+02    0.30315E+00   -0.57956E+00
  3359    0.11129E+02    0.30174E+00   -0.57249E+00
  3360    0.11098E+02    0.30037E+00   -0.56544E+00
  3361    0.11066E+02    0.29902E+00   -0.55842E+00
  3362    0.11034E+02    0.29772E+00   -0.55141E+00
  3363    0.11001E+02    0.29644E+00   -0.54443E+00
  3364    0.10969E+02    0.29519E+00   -0.53748E+00
  3365    0.10935E+02    0.29398E+00   -0.53056E+00
  3366    0.10902E+02    0.29280E+00   -0.52366E+00
  3367    0.10869E+02    0.29166E+00   -0.51680E+00
  3368    0.10835E+02    0.29054E+00   -0.50997E+00
  3369    0.10801E+02    0.28946E+00   -0.50318E+00
  3370    0.10766E+02    0.28841E+00   -0.49643E+00
  3371    0.10732E+02    0.28738E+00   -0.48971E+00
  3372    0.10697E+02    0.28640E+00   -0.48304E+00
  3373    0.10662E+02    0.28545E+00   -0.47641E+00
  3374    0.10628E+02    0.28452E+00   -0.46983E+00
  3375    0.10592E+02    0.28363E+00   -0.46329E+00
  3376    0.10555E+02    0.28276E+00   -0.45680E+00
  3377    0.10520E+02    0.28193E+00   -0.45037E+00
  3378    0.10484E+02    0.28113E+00   -0.44398E+00
  3379    0.10448E+02    0.28036E+00   -0.43765E+00
  3380    0.10412E+02    0.27961E+00   -0.43137E+00
  3381    0.10376E+02    0.27891E+00   -0.42516E+00
  3382    0.10339E+02    0.27822E+00   -0.41900E+00
  3383    0.10302E+02    0.27758E+00   -0.41289E+00
  3384    0.10266E+02    0.27695E+00   -0.40685E+00
  3385    0.10228E+02    0.27636E+00   -0.40087E+00
  3386    0.10192E+02    0.27580E+00   -0.39496E+00
  3387    0.10154E+02    0.27527E+00   -0.38910E+00
  3388    0.10117E+02    0.27476E+00   -0.38332E+00
  3389    0.10078E+02    0.27428E+00   -0.37760E+00
  3390    0.10040E+02    0.27382E+00   -0.37196E+00
  3391    0.10004E+02    0.27341E+00   -0.36639E+00
  3392    0.99658E+01    0.27301E+00   -0.36088E+00
  3393    0.99281E+01    0.27264E+00   -0.35546E+00
  3394    0.98896E+01    0.27231E+00   -0.35010E+00
  3395    0.98526E+01    0.27199E+00   -0.34481E+00
  3396    0.98140E+01    0.27171E+00   -0.33961E+00
  3397    0.97754E+01    0.27145E+00   -0.33448E+00
  3398    0.97367E+01    0.27122E+00   -0.32943E+00
  3399    0.96988E+01    0.27101E+00   -0.32446E+00
  3400    0.96600E+01    0.27082E+00   -0.31957E+00
  3401    0.96219E+01    0.27066E+00   -0.31476E+00
  3402    0.95838E+01    0.27052E+00   -0.31003E+00
  3403    0.95441E+01    0.27041E+00   -0.30538E+00
  3404    0.95052E+01    0.27032E+00   -0.30081E+00
  3405    0.94662E+01    0.27025E+00   -0.29634E+00
  3406    0.94279E+01    0.27021E+00   -0.29194E+00
  3407    0.93895E+01    0.27019E+00   -0.28763E+00
  3408    0.93503E+01    0.27018E+00   -0.28341E+00
  3409    0.93112E+01    0.27020E+00   -0.27927E+00
  3410    0.92727E+01    0.27025E+00   -0.27522E+00
  3411    0.92334E+01    0.27031E+00   -0.27126E+00
  3412    0.91948E+01    0.27039E+00   -0.26737E+00
  3413    0.91554E+01    0.27049E+00   -0.26359E+00
  3414    0.91175E+01    0.27061E+00   -0.25990E+00
  3415    0.90780E+01    0.27074E+00   -0.25629E+00
  3416    0.90400E+01    0.27090E+00   -0.25276E+00
  3417    0.90005E+01    0.27107E+00   -0.24934E+00
  3418    0.89624E+01    0.27126E+00   -0.24600E+00
  3419    0.89242E+01    0.27147E+00   -0.24275E+00
  3420    0.88853E+01    0.27169E+00   -0.23960E+00
  3421    0.88471E+01    0.27193E+00   -0.23653E+00
  3422    0.88088E+01    0.27218E+00   -0.23356E+00
  3423    0.87706E+01    0.27245E+00   -0.23068E+00
  3424    0.87322E+01    0.27273E+00   -0.22789E+00
  3425    0.86946E+01    0.27303E+00   -0.22519E+00
  3426    0.86562E+01    0.27334E+00   -0.22258E+00
  3427    0.86185E+01    0.27365E+00   -0.22006E+00
  3428    0.85808E+01    0.27399E+00   -0.21764E+00
  3429    0.85430E+01    0.27433E+00   -0.21530E+00
  3430    0.85044E+01    0.27469E+00   -0.21306E+00
  3431    0.84666E+01    0.27505E+00   -0.21091E+00
  3432    0.84302E+01    0.27543E+00   -0.20884E+00
  3433    0.83930E+01    0.27582E+00   -0.20687E+00
  3434    0.83551E+01    0.27621E+00   -0.20500E+00
  3435    0.83186E+01    0.27662E+00   -0.20321E+00
  3436    0.82821E+01    0.27703E+00   -0.20151E+00
  3437    0.82456E+01    0.27745E+00   -0.19990E+00
  3438    0.82090E+01    0.27788E+00   -0.19838E+00
  3439    0.81731E+01    0.27832E+00   -0.19696E+00
  3440    0.81372E+01    0.27876E+00   -0.19562E+00
  3441    0.81013E+01    0.27921E+00   -0.19437E+00
  3442    0.80653E+01    0.27966E+00   -0.19321E+00
  3443    0.80293E+01    0.28012E+00   -0.19213E+00
  3444    0.79941E+01    0.28058E+00   -0.19113E+00
  3445    0.79588E+01    0.28105E+00   -0.19024E+00
  3446    0.79235E+01    0.28152E+00   -0.18943E+00
  3447    0.78888E+01    0.28199E+00   -0.18869E+00
  3448    0.78542E+01    0.28247E+00   -0.18804E+00
  3449    0.78203E+01    0.28295E+00   -0.18749E+00
  3450    0.77864E+01    0.28343E+00   -0.18700E+00
  3451    0.77517E+01    0.28391E+00   -0.18661E+00
  3452    0.77177E+01    0.28439E+00   -0.18630E+00
  3453    0.76851E+01    0.28487E+00   -0.18607E+00
  3454    0.76511E+01    0.28535E+00   -0.18591E+00
  3455    0.76178E+01    0.28583E+00   -0.18584E+00
  3456    0.75854E+01    0.28631E+00   -0.18585E+00
  3457    0.75524E+01    0.28678E+00   -0.18593E+00
  3458    0.75201E+01    0.28727E+00   -0.18609E+00
  3459    0.74871E+01    0.28774E+00   -0.18632E+00
  3460    0.74550E+01    0.28821E+00   -0.18664E+00
  3461    0.74237E+01    0.28868E+00   -0.18701E+00
  3462    0.73917E+01    0.28914E+00   -0.18747E+00
  3463    0.73605E+01    0.28960E+00   -0.18800E+00
  3464    0.73296E+01    0.29006E+00   -0.18860E+00
  3465    0.72989E+01    0.29051E+00   -0.18926E+00
  3466    0.72687E+01    0.29095E+00   -0.18999E+00
  3467    0.72386E+01    0.29140E+00   -0.19079E+00
  3468    0.72088E+01    0.29182E+00   -0.19166E+00
  3469    0.71792E+01    0.29224E+00   -0.19259E+00
  3470    0.71500E+01    0.29268E+00   -0.19360E+00
  3471    0.71209E+01    0.29308E+00   -0.19465E+00
  3472    0.70920E+01    0.29349E+00   -0.19577E+00
  3473    0.70633E+01    0.29388E+00   -0.19694E+00
  3474    0.70351E+01    0.29427E+00   -0.19817E+00
  3475    0.70069E+01    0.29464E+00   -0.19945E+00
  3476    0.69792E+01    0.29501E+00   -0.20081E+00
  3477    0.69516E+01    0.29537E+00   -0.20221E+00
  3478    0.69245E+01    0.29571E+00   -0.20367E+00
  3479    0.68976E+01    0.29605E+00   -0.20517E+00
  3480    0.68711E+01    0.29637E+00   -0.20674E+00
  3481    0.68446E+01    0.29669E+00   -0.20835E+00
  3482    0.68187E+01    0.29699E+00   -0.21001E+00
  3483    0.67929E+01    0.29729E+00   -0.21171E+00
  3484    0.67674E+01    0.29757E+00   -0.21346E+00
  3485    0.67423E+01    0.29784E+00   -0.21526E+00
  3486    0.67174E+01    0.29809E+00   -0.21711E+00
  3487    0.66929E+01    0.29834E+00   -0.21899E+00
  3488    0.66685E+01    0.29857E+00   -0.22092E+00
  3489    0.66446E+01    0.29878E+00   -0.22288E+00
  3490    0.66208E+01    0.29899E+00   -0.22487E+00
  3491    0.65974E+01    0.29918E+00   -0.22692E+00
  3492    0.65743E+01    0.29934E+00   -0.22900E+00
  3493    0.65515E+01    0.29950E+00   -0.23110E+00
  3494    0.65289E+01    0.29966E+00   -0.23324E+00
  3495    0.65067E+01    0.29978E+00   -0.23541E+00
  3496    0.64848E+01    0.29990E+00   -0.23761E+00
  3497    0.64631E+01    0.30000E+00   -0.23985E+00
  3498    0.64418E+01    0.30008E+00   -0.24211E+00
  3499    0.64207E+01    0.30015E+00   -0.24439E+00
  3500    0.63999E+01    0.30020E+00   -0.24670E+00
  3501    0.63793E+01    0.30023E+00   -0.24903E+00
  3502    0.63591E+01    0.30026E+00   -0.25140E+00
  3503    0.63392E+01    0.30027E+00   -0.25378E+00
  3504    0.63195E+01    0.30024E+00   -0.25617E+00
  3505    0.63002E+01    0.30021E+00   -0.25858E+00
  3506    0.62812E+01    0.30018E+00   -0.26101E+00
  3507    0.62623E+01    0.30012E+00   -0.26347E+00
  3508    0.62438E+01    0.30005E+00   -0.26593E+00
  3509    0.62255E+01    0.29995E+00   -0.26840E+00
  3510    0.62077E+01    0.29984E+00   -0.27089E+00
  3511    0.61900E+01    0.29971E+00   -0.27338E+00
  3512    0.61726E+01    0.29957E+00   -0.27588E+00
  3513    0.61554E+01    0.29941E+00   -0.27839E+00
  3514    0.61386E+01    0.29922E+00   -0.28091E+00
  3515    0.61219E+01    0.29903E+00   -0.28341E+00
  3516    0.61057E+01    0.29881E+00   -0.28594E+00
  3517    0.60897E+01    0.29857E+00   -0.28846E+00
  3518    0.60738E+01    0.29831E+00   -0.29098E+00
  3519    0.60583E+01    0.29804E+00   -0.29350E+00
  3520    0.60431E+01    0.29775E+00   -0.29601E+00
  3521    0.60281E+01    0.29744E+00   -0.29853E+00
  3522    0.60134E+01    0.29712E+00   -0.30103E+00
  3523    0.59988E+01    0.29678E+00   -0.30353E+00
  3524    0.59845E+01    0.29642E+00   -0.30603E+00
  3525    0.59706E+01    0.29604E+00   -0.30851E+00
  3526    0.59567E+01    0.29565E+00   -0.31099E+00
  3527    0.59432E+01    0.29524E+00   -0.31345E+00
  3528    0.59299E+01    0.29480E+00   -0.31590E+00
  3529    0.59169E+01    0.29436E+00   -0.31834E+00
  3530    0.59040E+01    0.29389E+00   -0.32076E+00
  3531    0.58915E+01    0.29341E+00   -0.32317E+00
  3532    0.58790E+01    0.29291E+00   -0.32555E+00
  3533    0.58668E+01    0.29240E+00   -0.32792E+00
  3534    0.58550E+01    0.29185E+00   -0.33027E+00
  3535    0.58432E+01    0.29132E+00   -0.33260E+00
  3536    0.58318E+01    0.29074E+00   -0.33490E+00
  3537    0.58205E+01    0.29016E+00   -0.33718E+00
  3538    0.58095E+01    0.28954E+00   -0.33945E+00
  3539    0.57987E+01    0.28891E+00   -0.34168E+00
  3540    0.57880E+01    0.28827E+00   -0.34389E+00
  3541    0.57775E+01    0.28761E+00   -0.34606E+00
  3542    0.57673E+01    0.28695E+00   -0.34821E+00
  3543    0.57572E+01    0.28626E+00   -0.35034E+00
  3544    0.57474E+01    0.28555E+00   -0.35244E+00
  3545    0.57377E+01    0.28483E+00   -0.35453E+00
